uid,department_id,department_name,school_kcode,school_name,name,name_hira,created_date,updated_date
1,580,文学部,col-K23000056-0000,北海道大学,人文科学科,じんぶんかがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2,579,教育学部,col-K23000056-0000,北海道大学,教育学科,きょういくがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
3,583,法学部,col-K23000056-0000,北海道大学,法学課程,ほうがくかてい,2025-06-25 23:44:19,2025-06-25 23:44:19
4,586,経済学部,col-K23000056-0000,北海道大学,経済学科,けいざいがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
5,586,経済学部,col-K23000056-0000,北海道大学,経営学科,けいえいがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
6,585,理学部,col-K23000056-0000,北海道大学,数学科,すうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
7,585,理学部,col-K23000056-0000,北海道大学,物理学科,ぶつりがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
8,585,理学部,col-K23000056-0000,北海道大学,化学科,かがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
9,585,理学部,col-K23000056-0000,北海道大学,生物科学科,せいぶつかがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
10,585,理学部,col-K23000056-0000,北海道大学,地球惑星科学科,ちきゅうわくせいかがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
11,577,医学部,col-K23000056-0000,北海道大学,医学科,いがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
12,577,医学部,col-K23000056-0000,北海道大学,保健学科,ほけんがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
13,581,歯学部,col-K23000056-0000,北海道大学,歯学科,しがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
14,587,薬学部,col-K23000056-0000,北海道大学,薬科学科,やっかがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
15,587,薬学部,col-K23000056-0000,北海道大学,薬学科,やくがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
16,578,工学部,col-K23000056-0000,北海道大学,応用理工系学科,おうようりこうけいがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
17,578,工学部,col-K23000056-0000,北海道大学,情報エレクトロニクス学科,じょうほうえれくとろにくすがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
18,578,工学部,col-K23000056-0000,北海道大学,機械知能工学科,きかいちのうこうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
19,578,工学部,col-K23000056-0000,北海道大学,環境社会工学科,かんきょうしゃかいこうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
20,578,工学部,col-K23000056-0000,北海道大学,（共通）,（きょうつう）,2025-06-25 23:44:19,2025-06-25 23:44:19
21,588,農学部,col-K23000056-0000,北海道大学,生物資源科学科,せいぶつしげんかがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
22,588,農学部,col-K23000056-0000,北海道大学,応用生命科学科,おうようせいめいかがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
23,588,農学部,col-K23000056-0000,北海道大学,生物機能化学科,せいぶつきのうかがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
24,588,農学部,col-K23000056-0000,北海道大学,森林科学科,しんりんかがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
25,588,農学部,col-K23000056-0000,北海道大学,畜産科学科,ちくさんかがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
26,588,農学部,col-K23000056-0000,北海道大学,生物環境工学科,せいぶつかんきょうこうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
27,588,農学部,col-K23000056-0000,北海道大学,農業経済学科,のうぎょうけいざいがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
28,584,獣医学部,col-K23000056-0000,北海道大学,共同獣医学課程,きょうどうじゅういがくかてい,2025-06-25 23:44:19,2025-06-25 23:44:19
29,582,水産学部,col-K23000056-0000,北海道大学,海洋生物科学科,かいようせいぶつかがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
30,582,水産学部,col-K23000056-0000,北海道大学,海洋資源科学科,かいようしげんかがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
31,582,水産学部,col-K23000056-0000,北海道大学,増殖生命科学科,ぞうしょくせいめいかがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
32,582,水産学部,col-K23000056-0000,北海道大学,資源機能化学科,しげんきのうかがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
33,614,教育学部,col-K23000067-0000,北海道教育大学,教員養成課程,きょういんようせいかてい,2025-06-25 23:44:19,2025-06-25 23:44:19
34,614,教育学部,col-K23000067-0000,北海道教育大学,教員養成課程,きょういんようせいかてい,2025-06-25 23:44:19,2025-06-25 23:44:19
35,614,教育学部,col-K23000067-0000,北海道教育大学,教員養成課程,きょういんようせいかてい,2025-06-25 23:44:19,2025-06-25 23:44:19
36,614,教育学部,col-K23000067-0000,北海道教育大学,国際地域学科,こくさいちいきがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
37,614,教育学部,col-K23000067-0000,北海道教育大学,芸術・スポーツ文化学科,げいじゅつ・すぽーつぶんかがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
38,1443,理工学部,col-K23000078-0000,室蘭工業大学,創造工学科,そう造こうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
39,1443,理工学部,col-K23000078-0000,室蘭工業大学,システム理化学科,しすてむりかがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
40,1442,工学部,col-K23000078-0000,室蘭工業大学,建築社会基盤系学科,けんちくしゃかいきばんけいがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
41,1442,工学部,col-K23000078-0000,室蘭工業大学,機械航空創造系学科,きかいこうくうそう造けいがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
42,1442,工学部,col-K23000078-0000,室蘭工業大学,応用理化学系学科,おうようりかがくけいがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
43,1442,工学部,col-K23000078-0000,室蘭工業大学,情報電子工学系学科,じょうほうでんここうがくけいがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
44,1520,商学部,col-K23000023-0000,小樽商科大学,経済学科,けいざいがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
45,1520,商学部,col-K23000023-0000,小樽商科大学,商学科,しょうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
46,1520,商学部,col-K23000023-0000,小樽商科大学,企業法学科,きぎょうほうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
47,1520,商学部,col-K23000023-0000,小樽商科大学,社会情報学科,しゃかいじょうほうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
48,1813,畜産学部,col-K23000034-0000,帯広畜産大学,共同獣医学課程,きょうどうじゅういがくかてい,2025-06-25 23:44:19,2025-06-25 23:44:19
49,1813,畜産学部,col-K23000034-0000,帯広畜産大学,畜産科学課程,ちくさんかがくかてい,2025-06-25 23:44:19,2025-06-25 23:44:19
50,2358,医学部,col-K23000012-0000,旭川医科大学,医学科,いがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
51,2358,医学部,col-K23000012-0000,旭川医科大学,看護学科,かんごがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
52,636,工学部,col-K23000045-0000,北見工業大学,地球環境工学科,ちきゅうかんきょうこうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
53,636,工学部,col-K23000045-0000,北見工業大学,地域未来デザイン工学科,ちいきみらいでざいんこうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
54,1919,人文社会科学部,col-K23000388-0000,弘前大学,文化創生課程,ぶんかそうせいかてい,2025-06-25 23:44:19,2025-06-25 23:44:19
55,1919,人文社会科学部,col-K23000388-0000,弘前大学,社会経営課程,しゃかいけいえいかてい,2025-06-25 23:44:19,2025-06-25 23:44:19
56,1921,教育学部,col-K23000388-0000,弘前大学,学校教育教員養成課程,がくこうきょういくきょういんようせいかてい,2025-06-25 23:44:19,2025-06-25 23:44:19
57,1921,教育学部,col-K23000388-0000,弘前大学,養護教諭養成課程,ようごきょうゆようせいかてい,2025-06-25 23:44:19,2025-06-25 23:44:19
58,1920,医学部,col-K23000388-0000,弘前大学,医学科,いがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
59,1920,医学部,col-K23000388-0000,弘前大学,保健学科,ほけんがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
60,1920,医学部,col-K23000388-0000,弘前大学,心理支援科学科,しんりしえんかがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
61,1922,理工学部,col-K23000388-0000,弘前大学,数物科学科,すうぶつかがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
62,1922,理工学部,col-K23000388-0000,弘前大学,物質創成化学科,ぶつしつそうせいかがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
63,1922,理工学部,col-K23000388-0000,弘前大学,地球環境防災学科,ちきゅうかんきょうぼうさいがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
64,1922,理工学部,col-K23000388-0000,弘前大学,電子情報工学科,でんこじょうほうこうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
65,1922,理工学部,col-K23000388-0000,弘前大学,機械科学科,きかいかがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
66,1922,理工学部,col-K23000388-0000,弘前大学,自然エネルギー学科,じぜんえねるぎーがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
67,1923,農学生命科学部,col-K23000388-0000,弘前大学,生物学科,せいぶつがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
68,1923,農学生命科学部,col-K23000388-0000,弘前大学,分子生命科学科,ぶんこせいめいかがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
69,1923,農学生命科学部,col-K23000388-0000,弘前大学,食料資源学科,しょくりょうしげんがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
70,1923,農学生命科学部,col-K23000388-0000,弘前大学,国際園芸農学科,こくさいえんげいのうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
71,1923,農学生命科学部,col-K23000388-0000,弘前大学,地域環境工学科,ちいきかんきょうこうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
72,1708,人文社会科学部,col-K23000470-0000,岩手大学,人間文化課程,じんげんぶんかかてい,2025-06-25 23:44:19,2025-06-25 23:44:19
73,1708,人文社会科学部,col-K23000470-0000,岩手大学,地域政策課程,ちいきせいさくかてい,2025-06-25 23:44:19,2025-06-25 23:44:19
74,1709,教育学部,col-K23000470-0000,岩手大学,学校教育教員養成課程,がくこうきょういくきょういんようせいかてい,2025-06-25 23:44:19,2025-06-25 23:44:19
75,1710,理工学部,col-K23000470-0000,岩手大学,化学・生命理工学科,かがく・せいめいりこうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
76,1710,理工学部,col-K23000470-0000,岩手大学,物理・材料理工学科,ぶつり・ざいりょうりこうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
77,1710,理工学部,col-K23000470-0000,岩手大学,システム創成工学科,しすてむそうせいこうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
78,1711,農学部,col-K23000470-0000,岩手大学,植物生命科学科,しょくぶつせいめいかがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
79,1711,農学部,col-K23000470-0000,岩手大学,応用生物化学科,おうようせいぶつかがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
80,1711,農学部,col-K23000470-0000,岩手大学,森林科学科,しんりんかがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
81,1711,農学部,col-K23000470-0000,岩手大学,食料生産環境学科,しょくりょうせいさんかんきょうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
82,1711,農学部,col-K23000470-0000,岩手大学,動物科学科,どうぶつかがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
83,1711,農学部,col-K23000470-0000,岩手大学,共同獣医学科,きょうどうじゅういがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
84,2763,文学部,col-K23000528-0000,東北大学,人文社会学科,じんぶんしゃかいがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
85,2762,教育学部,col-K23000528-0000,東北大学,教育科学科,きょういくかがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
86,2765,法学部,col-K23000528-0000,東北大学,法学科,ほうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
87,2767,経済学部,col-K23000528-0000,東北大学,経済学科,けいざいがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
88,2767,経済学部,col-K23000528-0000,東北大学,経営学科,けいえいがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
89,2766,理学部,col-K23000528-0000,東北大学,数学科,すうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
90,2766,理学部,col-K23000528-0000,東北大学,物理学科,ぶつりがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
91,2766,理学部,col-K23000528-0000,東北大学,宇宙地球物理学科,うちゅうちきゅうぶつりがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
92,2766,理学部,col-K23000528-0000,東北大学,化学科,かがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
93,2766,理学部,col-K23000528-0000,東北大学,地圏環境科学科,ちけんかんきょうかがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
94,2766,理学部,col-K23000528-0000,東北大学,地球惑星物質科学科,ちきゅうわくせいぶつしつかがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
95,2766,理学部,col-K23000528-0000,東北大学,生物学科,せいぶつがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
96,2760,医学部,col-K23000528-0000,東北大学,医学科,いがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
97,2760,医学部,col-K23000528-0000,東北大学,保健学科,ほけんがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
98,2764,歯学部,col-K23000528-0000,東北大学,歯学科,しがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
99,2768,薬学部,col-K23000528-0000,東北大学,創薬科学科,そうやくかがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
100,2768,薬学部,col-K23000528-0000,東北大学,薬学科,やくがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
101,2761,工学部,col-K23000528-0000,東北大学,機械知能・航空工学科,きかいちのう・こうくうこうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
102,2761,工学部,col-K23000528-0000,東北大学,電気情報物理工学科,でんきじょうほうぶつりこうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
103,2761,工学部,col-K23000528-0000,東北大学,化学・バイオ工学科,かがく・ばいおこうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
104,2761,工学部,col-K23000528-0000,東北大学,材料科学総合学科,ざいりょうかがくそうごうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
105,2761,工学部,col-K23000528-0000,東北大学,建築・社会環境工学科,けんちく・しゃかいかんきょうこうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
106,2769,農学部,col-K23000528-0000,東北大学,生物生産科学科,せいぶつせいさんかがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
107,2769,農学部,col-K23000528-0000,東北大学,応用生物化学科,おうようせいぶつかがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
108,1457,教育学部,col-K23000539-0000,宮城教育大学,学校教育教員養成課程,がくこうきょういくきょういんようせいかてい,2025-06-25 23:44:19,2025-06-25 23:44:19
109,3573,国際資源学部,col-K23000665-0000,秋田大学,国際資源学科,こくさいしげんがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
110,3574,教育文化学部,col-K23000665-0000,秋田大学,学校教育課程,がくこうきょういくかてい,2025-06-25 23:44:19,2025-06-25 23:44:19
111,3574,教育文化学部,col-K23000665-0000,秋田大学,地域文化学科,ちいきぶんかがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
112,3572,医学部,col-K23000665-0000,秋田大学,医学科,いがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
113,3572,医学部,col-K23000665-0000,秋田大学,保健学科,ほけんがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
114,3575,理工学部,col-K23000665-0000,秋田大学,生命科学科,せいめいかがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
115,3575,理工学部,col-K23000665-0000,秋田大学,物質科学科,ぶつしつかがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
116,3575,理工学部,col-K23000665-0000,秋田大学,数理・電気電子情報学科,すうり・でんきでんこじょうほうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
117,3575,理工学部,col-K23000665-0000,秋田大学,システムデザイン工学科,しすてむでざいんこうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
118,3575,理工学部,col-K23000665-0000,秋田大学,（共通）,（きょうつう）,2025-06-25 23:44:19,2025-06-25 23:44:19
119,1568,人文社会科学部,col-K23000713-0000,山形大学,人文社会科学科,じんぶんしゃかいかがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
120,1570,地域教育文化学部,col-K23000713-0000,山形大学,地域教育文化学科,ちいききょういくぶんかがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
121,1572,理学部,col-K23000713-0000,山形大学,理学科,りがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
122,1569,医学部,col-K23000713-0000,山形大学,医学科,いがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
123,1569,医学部,col-K23000713-0000,山形大学,看護学科,かんごがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
124,1571,工学部,col-K23000713-0000,山形大学,高分子・有機材料工学科,こうぶんこ・ゆうきざいりょうこうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
125,1571,工学部,col-K23000713-0000,山形大学,化学・バイオ工学科,かがく・ばいおこうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
126,1571,工学部,col-K23000713-0000,山形大学,情報・エレクトロニクス学科,じょうほう・えれくとろにくすがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
127,1571,工学部,col-K23000713-0000,山形大学,機械システム工学科,きかいしすてむこうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
128,1571,工学部,col-K23000713-0000,山形大学,建築・デザイン学科,けんちく・でざいんがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
129,1571,工学部,col-K23000713-0000,山形大学,システム創成工学科,しすてむそうせいこうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
130,1573,農学部,col-K23000713-0000,山形大学,食料生命環境学科,しょくりょうせいめいかんきょうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
131,3548,人文社会学群,col-K23000757-0000,福島大学,人間発達文化学類,じんげんはつたつぶんかがくるい,2025-06-25 23:44:19,2025-06-25 23:44:19
132,3548,人文社会学群,col-K23000757-0000,福島大学,行政政策学類,こうせいせいさくがくるい,2025-06-25 23:44:19,2025-06-25 23:44:19
133,3548,人文社会学群,col-K23000757-0000,福島大学,経済経営学類,けいざいけいえいがくるい,2025-06-25 23:44:19,2025-06-25 23:44:19
134,3549,理工学群,col-K23000757-0000,福島大学,共生システム理工学類,きょうせいしすてむりこうがくるい,2025-06-25 23:44:19,2025-06-25 23:44:19
135,3550,農学群,col-K23000757-0000,福島大学,食農学類,しょくのうがくるい,2025-06-25 23:44:19,2025-06-25 23:44:19
136,3796,人文社会科学部,col-K23000838-0000,茨城大学,現代社会学科,げんだいしゃかいがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
137,3796,人文社会科学部,col-K23000838-0000,茨城大学,法律経済学科,ほうりつけいざいがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
138,3796,人文社会科学部,col-K23000838-0000,茨城大学,人間文化学科,じんげんぶんかがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
139,3795,人文学部,col-K23000838-0000,茨城大学,人文コミュニケーション学科,じんぶんこみゅにけーしょんがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
140,3795,人文学部,col-K23000838-0000,茨城大学,社会科学科,しゃかいかがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
141,3798,教育学部,col-K23000838-0000,茨城大学,学校教育教員養成課程,がくこうきょういくきょういんようせいかてい,2025-06-25 23:44:19,2025-06-25 23:44:19
142,3798,教育学部,col-K23000838-0000,茨城大学,養護教諭養成課程,ようごきょうゆようせいかてい,2025-06-25 23:44:19,2025-06-25 23:44:19
143,3798,教育学部,col-K23000838-0000,茨城大学,情報文化課程,じょうほうぶんかかてい,2025-06-25 23:44:19,2025-06-25 23:44:19
144,3799,理学部,col-K23000838-0000,茨城大学,理学科,りがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
145,3797,工学部,col-K23000838-0000,茨城大学,機械システム工学科,きかいしすてむこうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
146,3797,工学部,col-K23000838-0000,茨城大学,電気電子システム工学科,でんきでんこしすてむこうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
147,3797,工学部,col-K23000838-0000,茨城大学,物質科学工学科,ぶつしつかがくこうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
148,3797,工学部,col-K23000838-0000,茨城大学,情報工学科,じょうほうこうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
149,3797,工学部,col-K23000838-0000,茨城大学,都市システム工学科,とししすてむこうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
150,3797,工学部,col-K23000838-0000,茨城大学,機械工学科,きかいこうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
151,3797,工学部,col-K23000838-0000,茨城大学,生体分子機能工学科,せいたいぶんこきのうこうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
152,3797,工学部,col-K23000838-0000,茨城大学,マテリアル工学科,まてりあるこうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
153,3797,工学部,col-K23000838-0000,茨城大学,電気電子工学科,でんきでんここうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
154,3797,工学部,col-K23000838-0000,茨城大学,メディア通信工学科,めでぃあつう信こうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
155,3797,工学部,col-K23000838-0000,茨城大学,情報工学科,じょうほうこうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
156,3797,工学部,col-K23000838-0000,茨城大学,都市システム工学科,とししすてむこうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
157,3797,工学部,col-K23000838-0000,茨城大学,知能システム工学科,ちのうしすてむこうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
158,3800,農学部,col-K23000838-0000,茨城大学,食生命科学科,しょくせいめいかがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
159,3800,農学部,col-K23000838-0000,茨城大学,地域総合農学科,ちいきそうごうのうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
160,3800,農学部,col-K23000838-0000,茨城大学,生物生産科学科,せいぶつせいさんかがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
161,3800,農学部,col-K23000838-0000,茨城大学,資源生物科学科,しげんせいぶつかがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
162,3665,人文・文化学群,col-K23000849-0000,筑波大学,人文学類,じんぶんがくるい,2025-06-25 23:44:19,2025-06-25 23:44:19
163,3665,人文・文化学群,col-K23000849-0000,筑波大学,比較文化学類,ひかくぶんかがくるい,2025-06-25 23:44:19,2025-06-25 23:44:19
164,3665,人文・文化学群,col-K23000849-0000,筑波大学,日本語・日本文化学類,にちほんご・にちほんぶんかがくるい,2025-06-25 23:44:19,2025-06-25 23:44:19
165,3672,社会・国際学群,col-K23000849-0000,筑波大学,社会学類,しゃかいがくるい,2025-06-25 23:44:19,2025-06-25 23:44:19
166,3672,社会・国際学群,col-K23000849-0000,筑波大学,国際総合学類,こくさいそうごうがくるい,2025-06-25 23:44:19,2025-06-25 23:44:19
167,3666,人間学群,col-K23000849-0000,筑波大学,教育学類,きょういくがくるい,2025-06-25 23:44:19,2025-06-25 23:44:19
168,3666,人間学群,col-K23000849-0000,筑波大学,心理学類,しんりがくるい,2025-06-25 23:44:19,2025-06-25 23:44:19
169,3666,人間学群,col-K23000849-0000,筑波大学,障害科学類,しょうがいかがくるい,2025-06-25 23:44:19,2025-06-25 23:44:19
170,3671,生命環境学群,col-K23000849-0000,筑波大学,生物学類,せいぶつがくるい,2025-06-25 23:44:19,2025-06-25 23:44:19
171,3671,生命環境学群,col-K23000849-0000,筑波大学,生物資源学類,せいぶつしげんがくるい,2025-06-25 23:44:19,2025-06-25 23:44:19
172,3671,生命環境学群,col-K23000849-0000,筑波大学,地球学類,ちきゅうがくるい,2025-06-25 23:44:19,2025-06-25 23:44:19
173,3670,理工学群,col-K23000849-0000,筑波大学,数学類,すうがくるい,2025-06-25 23:44:19,2025-06-25 23:44:19
174,3670,理工学群,col-K23000849-0000,筑波大学,物理学類,ぶつりがくるい,2025-06-25 23:44:19,2025-06-25 23:44:19
175,3670,理工学群,col-K23000849-0000,筑波大学,化学類,かがくるい,2025-06-25 23:44:19,2025-06-25 23:44:19
176,3670,理工学群,col-K23000849-0000,筑波大学,応用理工学類,おうようりこうがくるい,2025-06-25 23:44:19,2025-06-25 23:44:19
177,3670,理工学群,col-K23000849-0000,筑波大学,工学システム学類,こうがくしすてむがくるい,2025-06-25 23:44:19,2025-06-25 23:44:19
178,3670,理工学群,col-K23000849-0000,筑波大学,社会工学類,しゃかいこうがくるい,2025-06-25 23:44:19,2025-06-25 23:44:19
179,3669,情報学群,col-K23000849-0000,筑波大学,情報科学類,じょうほうかがくるい,2025-06-25 23:44:19,2025-06-25 23:44:19
180,3669,情報学群,col-K23000849-0000,筑波大学,情報メディア創成学類,じょうほうめでぃあそうせいがくるい,2025-06-25 23:44:19,2025-06-25 23:44:19
181,3669,情報学群,col-K23000849-0000,筑波大学,知識情報・図書館学類,ちしきじょうほう・ずしょかんがくるい,2025-06-25 23:44:19,2025-06-25 23:44:19
182,3668,医学群,col-K23000849-0000,筑波大学,医学類,いがくるい,2025-06-25 23:44:19,2025-06-25 23:44:19
183,3668,医学群,col-K23000849-0000,筑波大学,看護学類,かんごがくるい,2025-06-25 23:44:19,2025-06-25 23:44:19
184,3668,医学群,col-K23000849-0000,筑波大学,医療科学類,いりょうかがくるい,2025-06-25 23:44:19,2025-06-25 23:44:19
185,3667,体育専門学群,col-K23000849-0000,筑波大学,体育専門学群,たいいくせん門がくぐん,2025-06-25 23:44:19,2025-06-25 23:44:19
186,3673,芸術専門学群,col-K23000849-0000,筑波大学,芸術専門学群,げいじゅつせん門がくぐん,2025-06-25 23:44:19,2025-06-25 23:44:19
187,3687,産業技術学部,col-K23000850-0000,筑波技術大学,産業情報学科,さんぎょうじょうほうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
188,3687,産業技術学部,col-K23000850-0000,筑波技術大学,総合デザイン学科,そうごうでざいんがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
189,3686,保健科学部,col-K23000850-0000,筑波技術大学,保健学科,ほけんがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
190,3686,保健科学部,col-K23000850-0000,筑波技術大学,情報システム学科,じょうほうしすてむがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
191,1413,地域デザイン科学部,col-K23000920-0000,宇都宮大学,コミュニティデザイン学科,こみゅにてぃでざいんがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
192,1413,地域デザイン科学部,col-K23000920-0000,宇都宮大学,建築都市デザイン学科,けんちくとしでざいんがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
193,1413,地域デザイン科学部,col-K23000920-0000,宇都宮大学,社会基盤デザイン学科,しゃかいきばんでざいんがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
194,1412,国際学部,col-K23000920-0000,宇都宮大学,国際学科,こくさいがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
