uid,department_id,school_kcode,school_name,name,name_hira,created_date,updated_date
1,1,col-K23001747-0000,お茶の水女子大学,文教育学部,ぶんきょういくがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
2,2,col-K23001747-0000,お茶の水女子大学,理学部,りがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
3,3,col-K23001747-0000,お茶の水女子大学,生活科学部,せいかつかがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
4,4,gcl-K25001747-0000,お茶の水女子大学大学院,人間文化創成科学研究科,じんげんぶんかそうせいかがくけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
5,5,col-K23040016-0000,かなざわ食マネジメント専門職大学,フードサービスマネジメント学部,ふーどさーびすまねじめんとがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
6,6,col-K23006269-0000,くらしき作陽大学,子ども教育学部,しどもきょういくがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
7,7,col-K23006269-0000,くらしき作陽大学,音楽学部,おんがくがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
8,8,col-K23006269-0000,くらしき作陽大学,食文化学部,しょくぶんかがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
9,9,gcl-K25006269-0000,くらしき作陽大学大学院,音楽研究科,おんがくけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
10,10,col-K23007592-0000,こども教育宝仙大学,こども教育学部,こどもきょういくがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
11,11,col-K23000894-0000,つくば国際大学,医療保健学部,いりょうほけんがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
12,12,col-K23040019-0000,びわこリハビリテーション専門職大学,リハビリテーション学部,りはびりてーしょんがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
13,13,col-K23007639-0000,びわこ学院大学,教育福祉学部,きょういくふくしがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
14,14,col-K23004751-0000,びわこ成蹊スポーツ大学,スポーツ学部,すぽーつがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
15,15,gcl-K25004751-0000,びわこ成蹊スポーツ大学大学院,スポーツ学研究科,すぽーつがくけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
16,16,col-K23001437-0000,ものつくり大学,技能工芸学部,ぎのうこうげいがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
17,17,gcl-K25001437-0000,ものつくり大学大学院,ものつくり学研究科,ものつくりがくけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
18,18,,アール医療専門職大学,リハビリテーション学部,りはびりてーしょんがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
19,19,col-K23006362-0000,エリザベト音楽大学,音楽学部,おんがくがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
20,20,gcl-K25006362-0000,エリザベト音楽大学大学院,音楽研究科,おんがくけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
21,21,,グローバルＢｉｚ専門職大学,グローバルビジネス学部,ぐろーばるびじねすがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
22,22,,グロービス経営大学院大学大学院,経営研究科,けいえいけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
23,23,col-K23002988-0000,デジタルハリウッド大学,デジタルコミュニケーション学部,でじたるこみゅにけーしょんがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
24,24,gcl-K25002988-0000,デジタルハリウッド大学大学院,デジタルコンテンツ研究科,でじたるこんてんつけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
25,25,col-K23000702-0000,ノースアジア大学,法学部,ほうがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
26,26,col-K23000702-0000,ノースアジア大学,経済学部,けいざいがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
27,27,col-K23006306-0000,ノートルダム清心女子大学,人間生活学部,じんげんせいかつがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
28,28,col-K23006306-0000,ノートルダム清心女子大学,文学部,ぶんがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
29,29,gcl-K25006306-0000,ノートルダム清心女子大学大学院,人間生活学研究科,じんげんせいかつがくけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
30,30,gcl-K25006306-0000,ノートルダム清心女子大学大学院,文学研究科,ぶんがくけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
31,31,,ハリウッド大学院大学大学院,ビューティビジネス研究科,びゅーてぃびじねすけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
32,32,,ビューティ＆ウェルネス専門職大学,ビューティ＆ウェルネス学部,びゅーてぃ＆うぇるねすがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
33,33,col-K23003277-0000,フェリス女学院大学,国際交流学部,こくさいこう流がくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
34,34,col-K23003277-0000,フェリス女学院大学,文学部,ぶんがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
35,35,col-K23003277-0000,フェリス女学院大学,音楽学部,おんがくがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
36,36,gcl-K25003277-0000,フェリス女学院大学大学院,人文科学研究科,じんぶんかがくけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
37,37,gcl-K25003277-0000,フェリス女学院大学大学院,国際交流研究科,こくさいこう流けんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
38,38,gcl-K25003277-0000,フェリス女学院大学大学院,音楽研究科,おんがくけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
39,39,col-K23007684-0000,ヤマザキ動物看護大学,動物看護学部,どうぶつかんごがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
40,40,,ヤマザキ動物看護大学大学院,動物看護学研究科,どうぶつかんごがくけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
41,41,col-K23002944-0000,ルーテル学院大学,総合人間学部,そうごうじんげんがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
42,42,gcl-K25002944-0000,ルーテル学院大学大学院,総合人間学研究科,そうごうじんげんがくけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
43,43,col-K23020577-0000,一宮研伸大学,看護学部,かんごがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
44,44,,一宮研伸大学大学院,看護学研究科,かんごがくけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
45,45,col-K23001851-0000,一橋大学,商学部,しょうがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
46,46,col-K23001851-0000,一橋大学,法学部,ほうがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
47,47,col-K23001851-0000,一橋大学,社会学部,しゃかいがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
48,48,col-K23001851-0000,一橋大学,経済学部,けいざいがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
49,49,gcl-K25001851-0000,一橋大学大学院,国際・公共政策教育部,こくさい・こうきょうせいさくきょういくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
50,50,gcl-K25001851-0000,一橋大学大学院,法学研究科,ほうがくけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
51,51,gcl-K25001851-0000,一橋大学大学院,社会学研究科,しゃかいがくけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
52,52,gcl-K25001851-0000,一橋大学大学院,経営管理研究科,けいえいかんりけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
53,53,gcl-K25001851-0000,一橋大学大学院,経済学研究科,けいざいがくけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
54,54,gcl-K25001851-0000,一橋大学大学院,言語社会研究科,げんごしゃかいけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
55,55,col-K23040037-0000,三条市立大学,工学部,こうがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
56,56,col-K23001529-0000,三育学院大学,看護学部,かんごがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
57,57,,三育学院大学大学院,看護学研究科,かんごがくけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
58,58,col-K23004614-0000,三重大学,人文学部,じんぶんがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
59,59,col-K23004614-0000,三重大学,医学部,いがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
60,60,col-K23004614-0000,三重大学,工学部,こうがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
61,61,col-K23004614-0000,三重大学,教育学部,きょういくがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
62,62,col-K23004614-0000,三重大学,生物資源学部,せいぶつしげんがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
63,63,gcl-K25004614-0000,三重大学大学院,人文社会科学研究科,じんぶんしゃかいかがくけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
64,64,gcl-K25004614-0000,三重大学大学院,医学系研究科,いがく系けんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
65,65,gcl-K25004614-0000,三重大学大学院,地域イノベーション学研究科,ちいきいのべーしょんがくけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
66,66,gcl-K25004614-0000,三重大学大学院,工学研究科,こうがくけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
67,67,gcl-K25004614-0000,三重大学大学院,教育学研究科,きょういくがくけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
68,68,gcl-K25004614-0000,三重大学大学院,生物資源学研究科,せいぶつしげんがくけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
69,69,col-K23004625-0000,三重県立看護大学,看護学部,かんごがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
70,70,gcl-K25004625-0000,三重県立看護大学大学院,看護学研究科,かんごがくけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
71,71,col-K23002151-0000,上智大学,国際教養学部,こくさいきょうようがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
72,72,col-K23002151-0000,上智大学,外国語学部,がいこくごがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
73,73,col-K23002151-0000,上智大学,文学部,ぶんがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
74,74,col-K23002151-0000,上智大学,法学部,ほうがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
75,75,col-K23002151-0000,上智大学,理工学部,りこうがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
76,76,col-K23002151-0000,上智大学,神学部,しんがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
77,77,col-K23002151-0000,上智大学,経済学部,けいざいがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
78,78,col-K23002151-0000,上智大学,総合グローバル学部,そうごうぐろーばるがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
79,79,col-K23002151-0000,上智大学,総合人間科学部,そうごうじんげんかがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
80,80,gcl-K25002151-0000,上智大学大学院,グローバル・スタディーズ研究科,ぐろーばる・すたでぃーずけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
81,81,gcl-K25002151-0000,上智大学大学院,地球環境学研究科,ちきゅうかんきょうがくけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
82,82,gcl-K25002151-0000,上智大学大学院,実践宗教学研究科,じつせんしゅうきょうがくけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
83,83,gcl-K25002151-0000,上智大学大学院,文学研究科,ぶんがくけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
84,84,gcl-K25002151-0000,上智大学大学院,法学研究科,ほうがくけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
85,85,gcl-K25002151-0000,上智大学大学院,理工学研究科,りこうがくけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
86,86,gcl-K25002151-0000,上智大学大学院,神学研究科,しんがくけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
87,87,gcl-K25002151-0000,上智大学大学院,経済学研究科,けいざいがくけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
88,88,gcl-K25002151-0000,上智大学大学院,総合人間科学研究科,そうごうじんげんかがくけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
89,89,gcl-K25002151-0000,上智大学大学院,言語科学研究科,げんごかがくけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
90,90,col-K23001116-0000,上武大学,ビジネス情報学部,びじねすじょうほうがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
91,91,col-K23001116-0000,上武大学,看護学部,かんごがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
92,92,gcl-K25001116-0000,上武大学大学院,経営管理研究科,けいえいかんりけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
93,93,col-K23003314-0000,上越教育大学,学校教育学部,がくこうきょういくがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
94,94,gcl-K25003314-0000,上越教育大学大学院,学校教育研究科,がくこうきょういくけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
95,95,,上野学園大学,音楽学部,おんがくがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
96,96,col-K23006513-0000,下関市立大学,経済学部,けいざいがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
97,97,gcl-K25006513-0000,下関市立大学大学院,経済学研究科,けいざいがくけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
98,98,col-K23004371-0000,中京大学,スポーツ科学部,すぽーつかがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
99,99,col-K23004371-0000,中京大学,国際学部,こくさいがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
100,100,col-K23004371-0000,中京大学,国際教養学部,こくさいきょうようがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
101,101,col-K23004371-0000,中京大学,国際英語学部,こくさいえいごがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
102,102,col-K23004371-0000,中京大学,工学部,こうがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
103,103,col-K23004371-0000,中京大学,心理学部,しんりがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
104,104,col-K23004371-0000,中京大学,文学部,ぶんがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
105,105,col-K23004371-0000,中京大学,法学部,ほうがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
106,106,col-K23004371-0000,中京大学,現代社会学部,げんだいしゃかいがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
107,107,col-K23004371-0000,中京大学,経営学部,けいえいがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
108,108,col-K23004371-0000,中京大学,経済学部,けいざいがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
109,109,col-K23004371-0000,中京大学,総合政策学部,そうごうせいさくがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
110,110,gcl-K25004371-0000,中京大学大学院,スポーツ科学研究科,すぽーつかがくけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
111,111,gcl-K25004371-0000,中京大学大学院,国際英語学研究科,こくさいえいごがくけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
112,112,gcl-K25004371-0000,中京大学大学院,工学研究科,こうがくけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
113,113,gcl-K25004371-0000,中京大学大学院,心理学研究科,しんりがくけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
114,114,gcl-K25004371-0000,中京大学大学院,文学研究科,ぶんがくけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
115,115,gcl-K25004371-0000,中京大学大学院,法学研究科,ほうがくけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
116,116,gcl-K25004371-0000,中京大学大学院,社会学研究科,しゃかいがくけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
117,117,gcl-K25004371-0000,中京大学大学院,経営学研究科,けいえいがくけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
118,118,gcl-K25004371-0000,中京大学大学院,経済学研究科,けいざいがくけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
119,119,col-K23003945-0000,中京学院大学,看護学部,かんごがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
120,120,col-K23003945-0000,中京学院大学,経営学部,けいえいがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
121,121,col-K23006292-0000,中国学園大学,国際教養学部,こくさいきょうようがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
122,122,col-K23006292-0000,中国学園大学,子ども学部,しどもがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
123,123,col-K23006292-0000,中国学園大学,現代生活学部,げんだいせいかつがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
124,124,gcl-K25006292-0000,中国学園大学大学院,子ども学研究科,しどもがくけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
125,125,gcl-K25006292-0000,中国学園大学大学院,現代生活学研究科,げんだいせいかつがくけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
126,126,col-K23002379-0000,中央大学,商学部,しょうがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
127,127,col-K23002379-0000,中央大学,国際情報学部,こくさいじょうほうがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
128,128,col-K23002379-0000,中央大学,国際経営学部,こくさいけいえいがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
129,129,col-K23002379-0000,中央大学,文学部,ぶんがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
130,130,col-K23002379-0000,中央大学,法学部,ほうがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
131,131,col-K23002379-0000,中央大学,理工学部,りこうがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
132,132,col-K23002379-0000,中央大学,経済学部,けいざいがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
133,133,col-K23002379-0000,中央大学,総合政策学部,そうごうせいさくがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
134,134,gcl-K25002379-0000,中央大学大学院,商学研究科,しょうがくけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
135,135,gcl-K25002379-0000,中央大学大学院,国際情報研究科,こくさいじょうほうけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
136,136,gcl-K25002379-0000,中央大学大学院,戦略経営研究科,せんりゃくけいえいけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
137,137,gcl-K25002379-0000,中央大学大学院,文学研究科,ぶんがくけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
138,138,gcl-K25002379-0000,中央大学大学院,法務研究科,ほうむけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
139,139,gcl-K25002379-0000,中央大学大学院,法学研究科,ほうがくけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
140,140,gcl-K25002379-0000,中央大学大学院,理工学研究科,りこうがくけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
141,141,gcl-K25002379-0000,中央大学大学院,経済学研究科,けいざいがくけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
142,142,gcl-K25002379-0000,中央大学大学院,総合政策研究科,そうごうせいさくけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
143,143,col-K23001622-0000,中央学院大学,商学部,しょうがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
144,144,col-K23001622-0000,中央学院大学,法学部,ほうがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
145,145,col-K23001622-0000,中央学院大学,現代教養学部,げんだいきょうようがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
146,146,gcl-K25001622-0000,中央学院大学大学院,商学研究科,しょうがくけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
147,147,col-K23004393-0000,中部大学,人文学部,じんぶんがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
148,148,col-K23004393-0000,中部大学,国際関係学部,こくさい関係がくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
149,149,col-K23004393-0000,中部大学,工学部,こうがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
150,150,col-K23004393-0000,中部大学,応用生物学部,おうようせいぶつがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
151,151,col-K23004393-0000,中部大学,現代教育学部,げんだいきょういくがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
152,152,col-K23004393-0000,中部大学,理工学部,りこうがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
153,153,col-K23004393-0000,中部大学,生命健康科学部,せいめいけんこうかがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
154,154,col-K23004393-0000,中部大学,経営情報学部,けいえいじょうほうがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
155,155,gcl-K25004393-0000,中部大学大学院,国際人間学研究科,こくさいじんげんがくけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
156,156,gcl-K25004393-0000,中部大学大学院,工学研究科,こうがくけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
157,157,gcl-K25004393-0000,中部大学大学院,応用生物学研究科,おうようせいぶつがくけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
158,158,gcl-K25004393-0000,中部大学大学院,教育学研究科,きょういくがくけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
159,159,gcl-K25004393-0000,中部大学大学院,生命健康科学研究科,せいめいけんこうかがくけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
160,160,gcl-K25004393-0000,中部大学大学院,経営情報学研究科,けいえいじょうほうがくけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
161,161,col-K23003956-0000,中部学院大学,スポーツ健康科学部,すぽーつけんこうかがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
162,162,col-K23003956-0000,中部学院大学,人間福祉学部,じんげんふくしがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
163,163,col-K23003956-0000,中部学院大学,教育学部,きょういくがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
164,164,col-K23003956-0000,中部学院大学,看護リハビリテーション学部,かんごりはびりてーしょんがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
165,165,gcl-K25003956-0000,中部学院大学大学院,人間福祉学研究科,じんげんふくしがくけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
166,166,col-K23006764-0000,九州大学,共創学部,きょうそうがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
167,167,col-K23006764-0000,九州大学,医学部,いがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
168,168,col-K23006764-0000,九州大学,工学部,こうがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
169,169,col-K23006764-0000,九州大学,教育学部,きょういくがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
170,170,col-K23006764-0000,九州大学,文学部,ぶんがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
171,171,col-K23006764-0000,九州大学,歯学部,しがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
172,172,col-K23006764-0000,九州大学,法学部,ほうがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
173,173,col-K23006764-0000,九州大学,理学部,りがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
174,174,col-K23006764-0000,九州大学,経済学部,けいざいがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
175,175,col-K23006764-0000,九州大学,芸術工学部,げいじゅつこうがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
176,176,col-K23006764-0000,九州大学,薬学部,やくがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
177,177,col-K23006764-0000,九州大学,農学部,のうがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
178,178,gcl-K25006764-0000,九州大学大学院,システム情報科学府,しすてむじょうほうかがくふ,2025-06-25 23:44:19,2025-06-25 23:44:19
179,179,gcl-K25006764-0000,九州大学大学院,システム生命科学府,しすてむせいめいかがくふ,2025-06-25 23:44:19,2025-06-25 23:44:19
180,180,gcl-K25006764-0000,九州大学大学院,人文科学府,じんぶんかがくふ,2025-06-25 23:44:19,2025-06-25 23:44:19
181,181,gcl-K25006764-0000,九州大学大学院,人間環境学府,じんげんかんきょうがくふ,2025-06-25 23:44:19,2025-06-25 23:44:19
182,182,gcl-K25006764-0000,九州大学大学院,医学系学府,いがく系がくふ,2025-06-25 23:44:19,2025-06-25 23:44:19
183,183,gcl-K25006764-0000,九州大学大学院,地球社会統合科学府,ちきゅうしゃかいとうごうかがくふ,2025-06-25 23:44:19,2025-06-25 23:44:19
184,184,gcl-K25006764-0000,九州大学大学院,工学府,こうがくふ,2025-06-25 23:44:19,2025-06-25 23:44:19
185,185,gcl-K25006764-0000,九州大学大学院,数理学府,すうりがくふ,2025-06-25 23:44:19,2025-06-25 23:44:19
186,186,gcl-K25006764-0000,九州大学大学院,歯学府,しがくふ,2025-06-25 23:44:19,2025-06-25 23:44:19
187,187,gcl-K25006764-0000,九州大学大学院,法務学府,ほうむがくふ,2025-06-25 23:44:19,2025-06-25 23:44:19
188,188,gcl-K25006764-0000,九州大学大学院,法学府,ほうがくふ,2025-06-25 23:44:19,2025-06-25 23:44:19
189,189,gcl-K25006764-0000,九州大学大学院,理学府,りがくふ,2025-06-25 23:44:19,2025-06-25 23:44:19
190,190,gcl-K25006764-0000,九州大学大学院,生物資源環境科学府,せいぶつしげんかんきょうかがくふ,2025-06-25 23:44:19,2025-06-25 23:44:19
191,191,gcl-K25006764-0000,九州大学大学院,経済学府,けいざいがくふ,2025-06-25 23:44:19,2025-06-25 23:44:19
192,192,gcl-K25006764-0000,九州大学大学院,統合新領域学府,とうごうしんりょういきがくふ,2025-06-25 23:44:19,2025-06-25 23:44:19
193,193,gcl-K25006764-0000,九州大学大学院,総合理工学府,そうごうりこうがくふ,2025-06-25 23:44:19,2025-06-25 23:44:19
194,194,gcl-K25006764-0000,九州大学大学院,芸術工学府,げいじゅつこうがくふ,2025-06-25 23:44:19,2025-06-25 23:44:19
195,195,gcl-K25006764-0000,九州大学大学院,薬学府,やくがくふ,2025-06-25 23:44:19,2025-06-25 23:44:19
196,196,col-K23006775-0000,九州工業大学,工学部,こうがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
197,197,col-K23006775-0000,九州工業大学,情報工学部,じょうほうこうがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
198,198,gcl-K25006775-0000,九州工業大学大学院,工学府,こうがくふ,2025-06-25 23:44:19,2025-06-25 23:44:19
199,199,gcl-K25006775-0000,九州工業大学大学院,情報工学府,じょうほうこうがくふ,2025-06-25 23:44:19,2025-06-25 23:44:19
200,200,gcl-K25006775-0000,九州工業大学大学院,生命体工学研究科,せいめいたいこうがくけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
201,201,col-K23006801-0000,九州歯科大学,歯学部,しがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
202,202,gcl-K25006801-0000,九州歯科大学大学院,歯学研究科,しがくけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
203,203,col-K23007787-0000,亀田医療大学,看護学部,かんごがくぶ,2025-06-25 23:44:19,2025-06-25 23:44:19
204,204,gcl-K25015200-0000,亀田医療大学大学院,看護学研究科,かんごがくけんきゅうか,2025-06-25 23:44:19,2025-06-25 23:44:19
